,Beers,Brewery,abv,Url
1396,Rauch Bock,Zillicoah Beer Company,7.00,/beer/profile/51417/411577/
1397,Ringo's Rauch,Tombstone Brewing Company,5.25,/beer/profile/47391/486586/
1398,Greenhouse Leichter Rauch Lager,Evil Twin Brewing NYC,5.20,/beer/profile/55267/506811/
1399,Rauchweizen And The Bandit,Gigantic Brewing Company,6.60,/beer/profile/29003/83901/
1400,Backdraft Lager,Snake River Brewing Company & Brewpub,4.80,/beer/profile/179/38338/
1401,Franconian Rauchbier,Red Rock Brewing Company,5.70,/beer/profile/1412/214224/
1402,Oaxacan,Wicked Weed Brewing,7.10,/beer/profile/30581/394726/
1403,Route 7 Rauchbier,Big Elm Brewing,4.70,/beer/profile/30416/89832/
1404,Mesquite Rye,Capitol City Brewing,5.90,/beer/profile/1794/122857/
1405,Rauchbier,Marble Brewery,5.20,/beer/profile/16963/167659/
1406,Rauchbier,Bierstadt Lagerhaus,6.50,/beer/profile/46775/327148/
1407,Combustion Rauchbier,Random Row Brewing Co.,4.80,/beer/profile/47123/291321/
1408,Schederndorfer Rauchbier,Brauerei Konrad Will,5.20,/beer/profile/5926/331009/
1409,Smoke Show,Lost Signal Brewing Company,5.50,/beer/profile/48414/371461/
1410,Rauchbier,Jughandle Brewing,6.30,/beer/profile/46008/307987/
1411,Franconia,Torrside Brewing,5.20,/beer/profile/42842/287767/
1412,Belgian Rauch,Lakes & Legends Brewing Company,6.20,/beer/profile/43137/200475/
1413,Bamberger Rauchbier,DESTIHL Brewery,5.50,/beer/profile/36757/104740/
1414,Wreck-It-Rauch - Grilled Apple Cinnamon,Aardwolf Brewing Company,5.80,/beer/profile/30858/171561/
1415,Bryggeri Spezial Rauchbier,Bryggeri Helsinki,5.20,/beer/profile/32074/178477/
1416,Torreo Sub Rosa,Monnik Beer Co.,6.00,/beer/profile/41997/206894/
1417,Handsome Hog Smoke Ale,Tin Whiskers Brewing Company,5.80,/beer/profile/33562/304430/
1418,Solid Air,Threes Brewing,5.30,/beer/profile/37460/533807/
1419,Tsypa Double Kopchena,Tsypa,4.00,/beer/profile/48682/277810/
1420,Rising Smoke,Arrowood Farms,6.00,/beer/profile/45511/284722/
1421,Smoke Hole Lager,Chestnut Brew Works,5.70,/beer/profile/31542/300851/
1422,Drip Torch,Firestone Walker Brewing Co.,5.10,/beer/profile/2210/446259/
1423,Smoking Mole Ale,Hideji Beer,4.20,/beer/profile/13096/28214/
1424,Smoky Wheat,Brewery Vivant,5.10,/beer/profile/24678/143928/
1425,Phasmatos Incendia,Brouwerïj Cursus Kĕmē,5.30,/beer/profile/53352/451131/
1426,Rauch & Roll,Thunder Island Brewing,6.50,/beer/profile/33257/254013/
1427,Johnny Hanson Punk Rauch,Pax Bräu,6.00,/beer/profile/31320/143683/
1428,Rauchbier,"Bayern Brewing, Inc. / Edelweiss Bistro",5.20,/beer/profile/605/413771/
1429,The Swanson,Bierfabrik Berlin,6.60,/beer/profile/40489/214349/
1430,La Weizgripp Rauchweizen,Le Trou Du Diable,5.00,/beer/profile/13605/61520/
1431,Rauchbier,Makers Craft Brewery,3.50,/beer/profile/55618/411987/
1432,Häklefjäll,Närke Kulturbryggeri AB,4.50,/beer/profile/10902/36439/
1433,Flammenbeer,Swans Brewpub / Buckerfield Brewery,6.00,/beer/profile/1250/309847/
1434,Stoner Point Smoked,Old 690 Brewing Company,5.10,/beer/profile/36503/165208/
1435,Smoked Bock,Bingo Beer Co,6.80,/beer/profile/54389/473441/
1436,Rauchbier,Prairie Street Brewing Company,5.50,/beer/profile/34166/168036/
1437,Smokin' Mountie,Bacchus Brewing Co.,6.10,/beer/profile/31813/109170/
1438,Jolly Monk Rauchbier,Drayman's Brewery,4.00,/beer/profile/3084/19066/
1439,The Bamberg Odin,Werk Force Brewing Co,5.90,/beer/profile/36002/377722/
1440,Rauch Beer,Rock Bottom Restaurant & Brewery,5.20,/beer/profile/1550/40063/
1441,Smokin' Gold,Cuzett Libations,5.70,/beer/profile/38989/223109/
1442,Uherský Brod Sváteční Kouřový Ležák,Pivovar Uherský Brod,5.00,/beer/profile/11524/112264/
1443,German Rauch Bier,Emmett's Brewing Company,5.00,/beer/profile/5188/79756/
1444,Spirituous Smoke,Wildwood Brewery,6.50,/beer/profile/30291/267152/
1445,Rauchbier,Bandwagon Brewery,4.80,/beer/profile/21737/128918/
1446,For Those About To Rauch,Little Fish Brewing Company,5.30,/beer/profile/41563/271000/
1447,El Gaucho Raucho,Veza Sur Brewing Company,5.70,/beer/profile/52655/361369/
1448,Wildfire Rauch,Barnhouse Brewery,5.50,/beer/profile/34604/177563/
1449,Double Rauchbier,Bandwagon Brewery,6.50,/beer/profile/21737/131484/
1450,Teerenpeli Sauhusanttu,Olutravintola Teerenpeli,4.70,/beer/profile/13634/29853/
1451,Anno 1492,Gasthof-Hotel-Brauerei Grosch,5.30,/beer/profile/1462/93598/
1452,Wildfire,Republic Brewing Company, ? ,/beer/profile/29577/98720/
1453,Port Of Discovery Rauchbier Beer,Rinkuškiai,5.20,/beer/profile/12224/426919/
1454,RauchBier,Fábrica de Cerveza Artesanal Viejo Munich, ? ,/beer/profile/5018/133807/
1455,Echigo Rauch Lager,Land Beer,5.00,/beer/profile/12911/78516/
1456,Rauchbier,Ootmarsummer Bierbrouwerij Heupink & Co,6.20,/beer/profile/30534/260533/
1457,Podroze Kormorana Rauchbock,Browar Kormoran,6.50,/beer/profile/24132/168633/
1458,Chain Smoker,Oersoep,7.00,/beer/profile/30845/252095/
1459,Rauchbier,Schulz Bräu Brewing Company,5.20,/beer/profile/46005/407233/
1460,Blowin' Smoke,Great Flood Brewing Company,5.30,/beer/profile/34497/180417/
1461,Røykporter,Amundsen Bryggeri & Spiseri,6.40,/beer/profile/26467/161733/
1462,Timber,Outer Light Brewing Company,5.10,/beer/profile/38293/382664/
1463,Rauchbier,Occidental Brewing Co., ? ,/beer/profile/26607/268745/
1464,Ashley,Damsel Brew Pub,6.00,/beer/profile/53935/433610/
1465,Piwo Gwarski,Devils Backbone Brewing Company,3.60,/beer/profile/18539/180172/
1466,Bamberger Rauchbier,Zwei Brüder Brewing,6.30,/beer/profile/36865/271823/
1467,Hessian Hesher,Oddwood Ales,5.20,/beer/profile/37083/445394/
1468,Alt Kanzler,Wildwuchs Brauwerk Hamburg,5.10,/beer/profile/40398/350677/
1469,Rauchbier,The Bruery,7.30,/beer/profile/16866/250838/
1470,Rauchbier,HooDoo Brewing,5.00,/beer/profile/30201/277464/
1471,The Bandit,Copper Kettle Brewing Company,6.00,/beer/profile/25436/467165/
1472,Rauch Spezial,Aslan Brewing Company,5.00,/beer/profile/31399/487653/
1473,Inawashiro Rauch,Inawashiro Brewery,5.00,/beer/profile/13394/121061/
1474,Smokin Blond,Galveston Island Brewing Company,5.00,/beer/profile/35687/134120/
1475,BBQ,Hub City Brewing Company,6.50,/beer/profile/55519/414440/
1476,Hopfenrauch,Torrside Brewing,4.00,/beer/profile/42842/298729/
1477,Morning Fog Rauchbier,Black Hoof Brewing Co.,5.10,/beer/profile/49200/305129/
1478,Büchla,Meusel Bräu Inh. OttoMeusel,5.30,/beer/profile/6237/270059/
1479,#2020 Smokey,Hoops Brewing Company,5.60,/beer/profile/49535/472811/
1480,'na Biretta Raaf,Birrificio Ostiense Artigianale (BOA),6.00,/beer/profile/16434/87533/
1481,Fire,Weird Beard Brew Co.,5.10,/beer/profile/31624/152048/
1482,Campfire Rauchbier,Kenai River Brewing Co.,5.50,/beer/profile/14520/277495/
1483,Rauch Marzen Lager,Chuckanut Brewery & Kitchen,5.00,/beer/profile/18879/382201/
1484,Rauchbier,Prost Brewing Co. - Denver,5.60,/beer/profile/29666/424447/
1485,66 - Rauchbier,Brasserie Harricana,6.20,/beer/profile/38696/230656/
1486,Rail Dog- Scotch Barrel Aged,Thirsty Dog Brewing Company,8.00,/beer/profile/12516/308226/
1487,Rauch My World,Primeval Brewing,5.30,/beer/profile/58486/463363/
1488,Malzhaus On Fire,Heliotrope Brewery,6.30,/beer/profile/59005/514059/
1489,Get the Irons,Jersey Girl Brewing Company,6.40,/beer/profile/41170/462860/
1490,Burnt Fork Rauchbier,Tucker Brewing Company,7.00,/beer/profile/56114/448012/
1491,Smoke Wagon,High Springs Brewing Company,7.80,/beer/profile/58574/467214/
1492,Ofenrohr,Hensen Brauerei,5.00,/beer/profile/51119/403727/
1493,Backyard BBQ Rauchbier,Smoketown Brewing Station,6.40,/beer/profile/45051/313359/
1494,Rauchbier,Gypsy Brewing Company,5.00,/beer/profile/53032/401680/
1495,Gamba De Legn,Birrificio Lambrate,6.00,/beer/profile/2303/280080/
1496,Bamberg Smoked Lager,Royal City Brewing Co.,5.75,/beer/profile/35844/265234/
1497,Hadictator Laphroaig,Beer Bazaar / Mivshelet Ha’Aretz,6.90,/beer/profile/48163/265235/
1498,Rauchbier,Wander Brewing,5.30,/beer/profile/34416/333076/
1499,Surtr,Wacken Brauerei,6.20,/beer/profile/49067/280084/
1500,Samuel Adams Black Lager,Boston Beer Company (Samuel Adams),4.90,/beer/profile/35/21300/
1501,Schwarzbier,Köstritzer Schwarzbierbrauerei GmbH & Co.,4.80,/beer/profile/648/1774/
1502,Shiner Bohemian Black Lager,Spoetzl Brewery,4.90,/beer/profile/143/32575/
1503,Xingu Black Beer,Cervejaria Kaiser,4.70,/beer/profile/2480/1314/
1504,Baba Black Lager,Uinta Brewing Company,4.00,/beer/profile/1416/73965/
1505,Saranac Black Forest Black Beer,Matt Brewing Company / Saranac Brewery,5.50,/beer/profile/99/321/
1506,Howl,Magic Hat Brewing Company,4.60,/beer/profile/96/52704/
1507,Black Bavarian,Sprecher Brewing Company,6.00,/beer/profile/144/96/
1508,Session Black Lager,Full Sail Brewing Company,5.40,/beer/profile/5316/50740/
1509,Mönchshof Schwarzbier,Kulmbacher Brauerei AG,4.90,/beer/profile/412/2409/
1510,KCCO Black Lager,Resignation Brewery,5.10,/beer/profile/32990/102898/
1511,Rogue Farms Dirtoir Black Lager,Rogue Ales,6.00,/beer/profile/132/54929/
1512,Ugly Pug Black Lager,Rahr & Sons Brewing Company,4.50,/beer/profile/9969/21192/
1513,Black Lager,Devils Backbone Brewing Company,5.10,/beer/profile/18539/51397/
1514,Krušovice Cerne,Královský Pivovar Krušovice a.s.,3.80,/beer/profile/1489/10302/
1515,McSorley's Irish Black Lager,Pabst Brewing Company,5.50,/beer/profile/447/47586/
1516,Schwarzbier,The Duck-Rabbit Craft Brewery,5.80,/beer/profile/9790/51498/
1517,Insulated Dark Lager,Brooklyn Brewery,5.60,/beer/profile/45/184617/
1518,Dark Helmet,Westbrook Brewing Co.,6.00,/beer/profile/24134/75511/
1519,Krombacher Dark,Krombacher Brauerei,4.70,/beer/profile/566/48642/
1520,Einbecker Schwarzbier,Einbecker Brauhaus AG,4.90,/beer/profile/66/1874/
1521,S1nist0r Black Ale,10 Barrel Brewing Co.,5.70,/beer/profile/16873/45496/
1522,Schwarzbier,Gordon Biersch Brewery Restaurant,4.20,/beer/profile/1551/43357/
1523,Black Thunder,Austin Beerworks,5.20,/beer/profile/25667/74506/
1524,BREWtality - Espresso Black Bier,Midnight Sun Brewing Co.,9.70,/beer/profile/385/48208/
1525,Sustenance Black Beer - Bourbon Barrel-Aged,Short's Brewing Company,6.50,/beer/profile/9629/42366/
1526,Reasonably Corrupt,Great Raft Brewing,5.50,/beer/profile/33324/107322/
1527,Sustenance Black Bier,Short's Brewing Company,6.00,/beer/profile/9629/50319/
1528,Dark Helmet Imperial Schwarzbier,The Brew Kettle Taproom & Smokehouse / Production Works,8.00,/beer/profile/2470/40301/
1529,Blackwing Lager,Union Craft Brewing Company,4.90,/beer/profile/29377/88980/
1530,Zeitgeist,BrewDog,4.90,/beer/profile/16315/48861/
1531,Das Kleine Schwarz Einhorn,3 Floyds Brewing Co.,5.50,/beer/profile/26/77508/
1532,LA-31 Bière Noire,Bayou Teche Brewery,5.25,/beer/profile/22408/73927/
1533,Black Radish Dark Lager,Weeping Radish Eco Farm & Brewery,5.30,/beer/profile/16060/38885/
1534,Samuel Adams Coffee Black Lager,Boston Beer Company (Samuel Adams),4.90,/beer/profile/35/304883/
1535,Magnetron,Metropolitan Brewing,5.50,/beer/profile/19127/106298/
1536,Stargrazer,Bauhaus Brew Labs,5.00,/beer/profile/35769/129340/
1537,Das Schwarze,Dinkelacker-Schwabenbraeu AG,4.90,/beer/profile/3340/22282/
1538,5 O'Clock Shadow,Grand Teton Brewing Co.,7.60,/beer/profile/413/78033/
1539,Monteith's Black,Monteith's Brewing Co.,5.20,/beer/profile/627/4590/
1540,B3K Black Lager,Wynkoop Brewing Company,5.50,/beer/profile/986/17815/
1541,Miner Mishap,Choc Beer Co. / Pete's Place,5.30,/beer/profile/4707/40226/
1542,Winter Lager,Brooklyn Brewery,5.60,/beer/profile/45/312648/
1543,Sessions Black Lager Schwarzbier,The Schlafly Tap Room,5.00,/beer/profile/583/6759/
1544,Saranac Black Lager,Matt Brewing Company / Saranac Brewery,5.50,/beer/profile/99/53200/
1545,Herold Bohemian Black Lager,Pivovar Herold Březnice A.s.,5.20,/beer/profile/734/2196/
1546,Budweiser Reserve Black Lager,Anheuser-Busch,7.10,/beer/profile/29/441903/
1547,8th Sin Black Lager,Hop City Brewing Co.,5.00,/beer/profile/21537/89590/
1548,Black Goat,Perrin Brewing Co.,8.50,/beer/profile/29952/107888/
1549,Double Black Lager,Boston Beer Company (Samuel Adams),7.00,/beer/profile/35/125660/
1550,The Black Lager,Silversmith Brewing Company,5.00,/beer/profile/30170/86590/
1551,Winter Rental Black Lager,Beach Haus Brewery,5.60,/beer/profile/24460/74557/
1552,Twist Of Cain,Short's Brewing Company,7.50,/beer/profile/9629/127580/
1553,Shikkoku,Coedo Brewery (Kyodo Shoji Koedo Brewery),5.00,/beer/profile/3551/43749/
1554,Brewmaster's Black Lager,Okanagan Spring Brewery,5.00,/beer/profile/3753/45205/
1555,Schwarz-Bier,Störtebeker Braumanufaktur,5.00,/beer/profile/12511/26881/
1556,Cherny Bock,Bohemian Brewery,4.00,/beer/profile/1949/5292/
1557,Kyritzer Mord Und Totschlag,Klosterbrauerei Neuzelle GmbH,7.20,/beer/profile/861/103133/
1558,Starless,Wiseacre Brewing,5.30,/beer/profile/32679/164621/
1559,Schwarz,Heater Allen Brewing,4.80,/beer/profile/16378/40039/
1560,Black Beer Stout,Hite Brewery Company LTD,5.00,/beer/profile/1472/48476/
1561,Black Knight,Fat Head's Brewery & Saloon,5.30,/beer/profile/19544/99947/
1562,Wild Oats Series No. 23 - Dark Helmüt,Beau's All Natural Brewing Company,7.30,/beer/profile/15435/86735/
1563,Senor Viejo,Twisted X Brewing Company,8.20,/beer/profile/25622/73326/
1564,Midnight Sun Black Lager,Ithaca Beer Company,5.80,/beer/profile/651/256214/
1565,Noire,Les Trois Mousquetaires,5.00,/beer/profile/11056/44160/
1566,Black Cat Lager,Paddock Wood Brewing Co.,6.10,/beer/profile/8203/24103/
1567,Fishin' In The Dark,Capital Brewery,7.50,/beer/profile/368/123610/
1568,Angler Black Lager,Barley Creek Brewing Company,5.20,/beer/profile/835/28929/
1569,Neuzeller Kloster-Bräu Schwarzer Abt (Black Abbot),Klosterbrauerei Neuzelle GmbH,3.90,/beer/profile/861/6853/
1570,Schwarzer Abt,Klosterbrauerei Neuzelle GmbH,3.90,/beer/profile/861/5584/
1571,Midnight Magic,Ghost River Brewing, ? ,/beer/profile/19776/61941/
1572,Dark Helmet,Titletown Brewing Company,5.00,/beer/profile/2772/55723/
1573,Dark Knife,Elysian Brewing Company,4.30,/beer/profile/700/312034/
1574,Ursus Black,Ursus Breweries,6.00,/beer/profile/2689/41840/
1575,Darkon,BraufactuM - Die Internationale Brau-Manufacturen GmbH,5.40,/beer/profile/24542/72050/
1576,Lost Highway,Yellowhammer Brewing,5.80,/beer/profile/24814/79385/
1577,Dark,The Alchemist,5.50,/beer/profile/46317/373318/
1578,Schwarz,Upland Brewing Company,5.30,/beer/profile/1170/43393/
1579,Donnersberger - Bischoff Premium Black Lager,Privatbrauerei Bischoff,5.20,/beer/profile/921/8073/
1580,Barista Coffee Lager,Wolverine State Brewing Company,6.10,/beer/profile/24808/120736/
1581,Kaiserdom Dark Lager Beer,Kaiserdom Privatbrauerei Bamberg,4.70,/beer/profile/2222/68275/
1582,Escorpion Negro,Baja Brewing Company,6.00,/beer/profile/16900/67894/
1583,Klosterbräu Schwärzla,Brauerei-Gaststätte Klosterbräu,4.00,/beer/profile/929/8523/
1584,Nikšićko Tamno,Trebjesa Brewery,6.20,/beer/profile/1943/44077/
1585,NightPils,Lagunitas Brewing Company,8.10,/beer/profile/220/330407/
1586,Lausitzer Porter,Bergquell Brauerei Löbau,4.40,/beer/profile/7600/24017/
1587,Leavenworth Bakke Hill Black Lager,Fish Brewing Company / Fishbowl Brewpub,5.00,/beer/profile/684/75367/
1588,Schwarzinger,Philadelphia Brewing Company,5.00,/beer/profile/16206/98747/
1589,Pfungstädter 1831 Schwarzbier,Pfungstädter Brauerei,5.30,/beer/profile/6627/20995/
1590,Leikeim Schwarzbier,Brauerei Leikeim,4.90,/beer/profile/472/13278/
1591,Cobbs Hill Black Lager,Three Heads Brewing,6.00,/beer/profile/24355/81789/
1592,Schwarz,Colbitzer Heide-Brauerei,5.00,/beer/profile/6668/246523/
1593,Jolly Roger Black Lager,Eddyline Brewery,5.00,/beer/profile/46749/131462/
1594,Oettinger Schwarzbier,Oettinger Brauerei GmbH,4.90,/beer/profile/5142/4293/
1595,Trendler Schwarzbier,Tired Hands Brewing Company,5.50,/beer/profile/28383/292354/
1596,Hellstar,Burial Beer Co.,5.00,/beer/profile/31722/335311/
1597,Kirsch Porter,Bergquell Brauerei Löbau,4.20,/beer/profile/7600/33693/
1598,Wolters Black Beer,Hofbrauhaus Wolters GmbH,4.90,/beer/profile/21505/238551/
1599,Black Beer,Stone Corral Brewery,6.30,/beer/profile/32783/112298/
1600,Schwarzbier,Privatbrauerei Eibau i. Sa. GmbH,4.50,/beer/profile/7597/59371/
1601,Blackheart,Relic Brewing Co.,6.20,/beer/profile/28510/78840/
1602,33 Acres Of Darkness,33 Acres Brewing Co.,5.00,/beer/profile/32043/118917/
1603,Black Giraffe,Burleigh Brewing Co.,5.00,/beer/profile/16316/60866/
1604,1910 Black Lager,Wallace Brewing / Orehouse Tasting Room,4.80,/beer/profile/21274/95520/
1605,Black Bear,Morgan Street Brewery,4.60,/beer/profile/593/97831/
1606,Midnight Star,Bull Falls Brewery,6.00,/beer/profile/16271/47223/
1607,Breznak Schwarzbier,Pivovar Breznak,3.80,/beer/profile/4103/36299/
1608,Märkischer Landmann,Berliner Kindl Brauerei,4.90,/beer/profile/1401/4654/
1609,Select Schwarzbier,Pipeworks Brewing Company,6.30,/beer/profile/28178/408384/
1610,Escura,Cervejaria Bohemia,5.00,/beer/profile/39620/18033/
1611,Cusqueña Malta,Union De Cervecerias Peruanas Backus y Johnston,5.60,/beer/profile/1425/85617/
1612,Yebisu Creamy Top Stout,Sapporo Breweries Ltd.,5.00,/beer/profile/284/56190/
1613,Nightshine Black Lager,Catskill Brewery,5.50,/beer/profile/36467/167002/
1614,Comb The Desert,Begyle Brewing Company,6.00,/beer/profile/30121/123231/
1615,Brewhouse Rarities: Snake Oil Black Lager,Flying Dog Brewery,6.70,/beer/profile/68/312702/
1616,Yinpu Black Rice Beer,Jilin Yinpu Brewery,4.60,/beer/profile/5456/11790/
1617,Schmucker Schwarzbier,Privat Brauerei Schmucker Ober-Mossau KG,4.80,/beer/profile/961/9520/
1618,Lower Bankhead Black Pilsner,Banff Ave. Brewing Co.,4.90,/beer/profile/23055/69262/
1619,Ruta Maya Dark,Atwater Brewery,5.50,/beer/profile/15280/129442/
1620,Burntwood Black Ale,Thirsty Pagan Brewing,4.80,/beer/profile/4835/32239/
1621,Brahma Malzbier,Companhia Cervejaria Brahma,4.00,/beer/profile/2444/6133/
1622,Baby Hammer,Jack's Abby Brewing,6.00,/beer/profile/26520/213388/
1623,Black Diamond Lager,Bridge Brew Works LLC,5.00,/beer/profile/22611/57773/
1624,MateVeza Organic Black Lager,Cervecería de MateVeza,5.20,/beer/profile/15886/58658/
1625,Black Beer,Holy Mountain Brewing Company,4.00,/beer/profile/36949/203330/
1626,Böse Roggen,Excel Brewing Company,4.80,/beer/profile/30695/134212/
1627,Imperial Schwarzbier,Stoudts Brewing Co.,7.60,/beer/profile/394/65666/
1628,Blacklist,The Napanee Beer Company,5.30,/beer/profile/45799/240288/
1629,Dirty Bird Black Lager,Last Best Eatery & Brewpub,5.00,/beer/profile/34434/119886/
1630,Jump Seat Schwarzbier,Lancaster Brewing Company,5.50,/beer/profile/743/175736/
1631,Mr. Black,Zero Gravity Craft Brewery / American Flatbread, ? ,/beer/profile/9784/42705/
1632,Black Rock Lager,Maui Brewing Co.,5.50,/beer/profile/16057/130822/
1633,Lustgarten,Santa Fe Brewing Company,5.70,/beer/profile/1683/325404/
1634,Succinct,Austin Street Brewery,4.90,/beer/profile/34657/285504/
1635,The Premium Malt's (Kuro),Suntory,5.50,/beer/profile/865/37500/
1636,El Inca,Cerveceria Boliviana Nacional S.A.,3.00,/beer/profile/2923/9387/
1637,Schwarzbier,Pisgah Brewing Co., ? ,/beer/profile/10153/55427/
1638,Gunny,Good River Beer,5.50,/beer/profile/47914/285642/
1639,Krušovice Cerne 3.5%,Královský Pivovar Krušovice a.s.,3.50,/beer/profile/1489/26847/
1640,Schwarzbier,Taps Fish House & Brewery,5.30,/beer/profile/2700/57117/
1641,Black Lager,The Civil Life Brewing Company,4.50,/beer/profile/26824/93221/
1642,Stephans Bräu Schwarzbier,Privatbrauerei Eichbaum,4.80,/beer/profile/2431/71224/
1643,Storm & Drive,Night Shift Brewing,5.10,/beer/profile/28609/276749/
1644,Genesee Schwarzbier,Genesee Brewing Co. / Dundee Brewing Co.,4.40,/beer/profile/302/382278/
1645,Schwarzbier,Blue Stallion Brewing Co.,4.80,/beer/profile/32180/98419/
1646,Oh Black Lager,Discretion Brewing,5.80,/beer/profile/31171/95873/
1647,Black Limousine,The Kauai Beer Company,5.00,/beer/profile/32433/107394/
1648,Crna Kraljica,Pivovara Medvedgrad,4.80,/beer/profile/18223/130181/
1649,Throwback Oma's Tribute,Throwback Brewery,4.90,/beer/profile/24690/79697/
1650,Metallic Vessels,Burial Beer Co.,5.00,/beer/profile/31722/406366/
1651,Dark Helmet Imperial Schwarzbier,Titletown Brewing Company,9.00,/beer/profile/2772/56962/
1652,Schwarzbier,Wooly Pig Farm Brewery,4.40,/beer/profile/51288/317832/
1653,Black Lager,Sly Fox Brewing Company,5.50,/beer/profile/1853/464779/
1654,Ur-Krostitzer Schwarzes,Krostitzer Brauerei GmbH,4.90,/beer/profile/7714/22691/
1655,Karlsberg Black Baron,Karlsberg Brauerei,4.90,/beer/profile/2891/17858/
1656,Hollow Sea,Kane Brewing Company,5.50,/beer/profile/26676/458696/
1657,Midnight Strikes,Grimm Brothers Brewhouse,5.00,/beer/profile/23076/148230/
1658,Schwarzer Steiger,Feldschloesschen AG,4.80,/beer/profile/7593/22030/
1659,Black Lager,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,4.70,/beer/profile/24764/331316/
